Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-10-05,2218.469970703125,2245.030029296875,2218.469970703125,2228.360107421875,2967400000,0,0
2021-10-06,2226.050048828125,2226.050048828125,2188.68994140625,2214.9599609375,3219590000,0,0
2021-10-07,2217.580078125,2265.219970703125,2217.580078125,2250.090087890625,3096080000,0,0
2021-10-08,2250.320068359375,2256.56005859375,2233.090087890625,2233.090087890625,2401890000,0,0
2021-10-11,2233.0,2251.64990234375,2220.639892578125,2220.639892578125,2580000000,0,0
2021-10-12,2221.550048828125,2241.39990234375,2221.550048828125,2234.27001953125,2608150000,0,0
2021-10-13,2235.02001953125,2241.969970703125,2220.239990234375,2241.969970703125,2926460000,0,0
2021-10-14,2243.949951171875,2275.510009765625,2243.949951171875,2274.179931640625,2642920000,0,0
2021-10-15,2276.739990234375,2306.27001953125,2265.64990234375,2265.64990234375,3000560000,0,0
2021-10-18,2265.06005859375,2272.35009765625,2255.409912109375,2267.840087890625,2683540000,0,0
2021-10-19,2269.25,2284.669921875,2265.699951171875,2275.909912109375,2531210000,0,0
2021-10-20,2276.02001953125,2294.919921875,2271.840087890625,2289.77001953125,2671560000,0,0
2021-10-21,2290.409912109375,2304.0,2284.969970703125,2296.179931640625,3016950000,0,0
2021-10-22,2295.669921875,2299.72998046875,2277.0400390625,2291.27001953125,3062810000,0,0
2021-10-25,2291.800048828125,2314.840087890625,2291.800048828125,2312.639892578125,3250210000,0,0
2021-10-26,2313.35009765625,2321.469970703125,2296.070068359375,2296.080078125,2866500000,0,0
2021-10-27,2295.449951171875,2295.449951171875,2252.489990234375,2252.489990234375,3259510000,0,0
2021-10-28,2253.89990234375,2298.760009765625,2253.89990234375,2297.97998046875,3197560000,0,0
2021-10-29,2296.739990234375,2302.35009765625,2287.860107421875,2297.18994140625,3632260000,0,0
2021-11-01,2298.080078125,2358.639892578125,2298.080078125,2358.1201171875,2924000000,0,0
2021-11-02,2358.25,2363.550048828125,2345.39990234375,2361.860107421875,3309690000,0,0
2021-11-03,2361.820068359375,2413.389892578125,2355.179931640625,2404.280029296875,3339440000,0,0
2021-11-04,2404.679931640625,2423.830078125,2395.5,2402.429931640625,3332940000,0,0
2021-11-05,2403.1298828125,2449.139892578125,2403.1298828125,2437.080078125,3491150000,0,0
2021-11-08,2438.360107421875,2458.860107421875,2438.06005859375,2442.739990234375,3465720000,0,0
2021-11-09,2442.219970703125,2442.219970703125,2414.429931640625,2427.2900390625,3110230000,0,0
2021-11-10,2426.43994140625,2428.969970703125,2380.760009765625,2389.580078125,3581630000,0,0
2021-11-11,2390.5,2418.830078125,2390.5,2409.139892578125,2623140000,0,0
2021-11-12,2409.4599609375,2417.199951171875,2405.840087890625,2411.780029296875,2865790000,0,0
2021-11-15,2412.0400390625,2421.070068359375,2392.889892578125,2400.929931640625,2618980000,0,0
2021-11-16,2400.10009765625,2408.340087890625,2386.510009765625,2405.02001953125,2838210000,0,0
2021-11-17,2404.2099609375,2404.2099609375,2369.110107421875,2377.010009765625,3221250000,0,0
2021-11-18,2377.60009765625,2385.989990234375,2348.52001953125,2363.590087890625,3335620000,0,0
2021-11-19,2362.43994140625,2362.43994140625,2341.570068359375,2343.159912109375,3265600000,0,0
2021-11-22,2343.669921875,2369.6298828125,2331.35009765625,2331.35009765625,3206280000,0,0
2021-11-23,2331.25,2342.6298828125,2303.3798828125,2327.860107421875,3428780000,0,0
2021-11-24,2326.699951171875,2334.3701171875,2303.93994140625,2331.4599609375,2464040000,0,0
2021-11-26,2328.97998046875,2328.97998046875,2215.239990234375,2245.93994140625,2676740000,0,0
2021-11-29,2248.89990234375,2281.280029296875,2232.090087890625,2241.97998046875,3471380000,0,0
2021-11-30,2241.050048828125,2241.050048828125,2175.679931640625,2198.909912109375,4950190000,0,0
2021-12-01,2203.1201171875,2253.3701171875,2147.39990234375,2147.419921875,4078260000,0,0
2021-12-02,2147.6201171875,2211.659912109375,2147.6201171875,2206.330078125,3771510000,0,0
2021-12-03,2207.06005859375,2216.179931640625,2143.1201171875,2159.31005859375,3971500000,0,0
2021-12-06,2160.159912109375,2218.27001953125,2154.6201171875,2203.47998046875,3305690000,0,0
