Symbol,Bid,Ask,Price,TPrice,Volume,OI,NS,Strike
RUT,42.8,44.5,0,0,0,0,S,2290
RUT,40.2,41.8,57.5,0,0,429,S,2300
RUT,37.7,39.3,54.12,0,0,46,S,2310
RUT,35.4,36.9,34.05,0,0,8,S,2320
RUT,33.1,34.6,44.4,0,0,5,S,2330
RUT,31,32.5,0,0,0,0,S,2340
RUT,29,30.5,34.96,0,0,157,S,2350
RUT,27.1,28.6,29.7,0,1,0,S,2360
RUT,25.3,26.8,34.5,0,0,10,S,2370
RUT,23.7,25.1,28,0,0,1,S,2380
RUT,22.1,23.5,92.9,0,0,1,S,2390
RUT,20.7,22,20,0,0,672,S,2400
RUT,19.3,20.6,0,0,0,0,S,2410
RUT,18,19.3,80.3,0,0,3,S,2420
RUT,16.8,18.1,77.3,0,0,4,S,2430
RUT,15.7,16.9,74.3,0,0,4,S,2440
RUT,14.6,15.8,22.57,0,0,108,S,2450
RUT,13.6,14.8,12.7,0,0,55,S,2460
RUT,12.7,13.9,20.6,0,0,13,S,2470
RUT,11.8,13,18.36,0,0,9,S,2480
RUT,11,12.2,62.2,0,0,3,S,2490
RUT,10.3,11.5,15.84,0,0,2227,S,2500
RUT,9.6,10.8,10.21,0,0,8,S,2510
RUT,9,10.1,11.63,0,0,68,S,2520
RUT,8.4,9.5,10.93,0,0,8,S,2530
RUT,7.8,8.9,11.35,0,0,5,S,2540
RUT,7.3,8.4,7.19,0,0,37,S,2550
RUT,6.8,7.9,9.26,0,0,9,S,2560
RUT,6.4,7.5,14.82,0,0,2,S,2570
RUT,5.9,7.1,0,0,0,0,S,2580
RUT,5.5,6.7,0,0,0,0,S,2590
RUT,5.2,6.3,8,0,0,68,S,2600
RUT,4.8,6,0,0,0,0,S,2610
RUT,4.5,5.6,0,0,0,0,S,2620
RUT,4.2,5.3,0,0,0,0,S,2630
RUT,4,5.1,37.29,0,0,1,S,2640
RUT,3.7,4.8,8.61,0,0,1,S,2650
RUT,3.5,4.6,0,0,0,0,S,2660
RUT,3.3,4.4,0,0,0,0,S,2670
RUT,2.7,3.8,4.4,0,0,326,S,2700
RUT,1.95,3.1,3.61,0,0,1,S,2750
RUT,1.4,2.55,2.75,0,0,1,S,2800
RUT,1.05,2.2,0,0,0,0,S,2850
RUT,0.75,1.9,2.85,0,0,102,S,2900
RUT,0.5,1.75,1.65,0,0,11,S,2950
RUT,0.35,1.6,1.13,0,0,111,S,3000
RUT,0.25,1.45,0,0,0,0,S,3050
RUT,0.2,1.35,0,0,0,0,S,3100
RUT,0.15,1.3,1.47,0,0,1,S,3150
RUT,0.1,1.2,0.78,0,0,30,S,3200
RUT,0.05,1.15,0.53,0,0,45,S,3250
RUT,0.05,1.1,0.52,0,0,132,S,3300
